TC_id,FlyGeneOrtholog
TC006462,CG7292
TC006463,CG8560
TC006464,CG3884
TC006465,CG2174
TC006466,CG3590
TC006467,CG7627
TC006468,CG7627
TC006470,CG2031
TC006471,CG3961
TC006472,CG3279
TC006474,tkv
TC006476,lark
TC006477,CG11290
TC006481,Tkr
TC006482,CG13575
TC006483,CG13575
TC006484,CG13575
TC006485,CG18136
TC006488,grn
TC006489,CG10406
TC006490,CG4768
TC006492,Rpt1
TC006493,CG6514
TC006494,l(2)k05819
TC006495,Dgkepsilon
TC006496,CG9829
TC006498,CG6734
TC006499,Mat89Bb
TC006500,CG8128
TC006501,BcDNA:LD21643
TC006505,CG15236
TC006506,dpp
TC006507,CG10030
TC006509,for
TC006511,for
TC006512,for
TC006513,for
TC006514,CG5341
TC006515,Lsp2
TC006516,EG:115C2.1
TC006517,CG10695
TC006518,CG14977
TC006519,CG17280
TC006520,CG13449
TC006521,CG13449
TC006523,EG:34F3.4
TC006526,CG9065
TC006527,fz4
TC006529,Slob
TC006530,PyK
TC006532,CG9332
TC006533,CG6142
TC006534,Ank2
TC006536,CG15455
TC006542,run
TC006543,PyK
TC006544,CG1453
TC006545,CG10954
TC006546,CG10954
TC006548,CG4320
TC006549,drk
TC006550,sta
TC006551,CG5364
TC006553,CG10745
TC006554,CG8778
TC006555,CG14291
TC006557,CG15119
TC006558,CG9650
TC006559,CG9099
TC006560,CG10340
TC006561,sli
TC006563,CG13913
TC006564,CG13913
TC006566,CG8360
TC006567,CG5827
TC006568,Ero1L
TC006569,CG8546
TC006570,CG8546
TC006571,CG8546
TC006572,CG8546
TC006573,CG8546
TC006574,CG8546
TC006575,CG8546
TC006578,Tom
TC006580,HLHmgamma
TC006581,rpk
TC006585,CG13257
TC006586,CG14762
TC006587,CG9600
TC006591,CG1317
TC006592,Hsp67Ba
TC006593,l(2)efl
TC006599,CG17218
TC006600,sina
TC006602,bnl
TC006603,bnl
TC006604,dor
TC006605,CG5108
TC006607,sp4
TC006608,Oamb
TC006610,CG6770
TC006611,CG4829
TC006612,EG:103E12.3
TC006613,CG5064
TC006614,CG6152
TC006616,REG
TC006619,EG:EG0003.1
TC006621,CG5222
TC006622,BcDNA:LD06837
TC006623,CG10516
TC006624,CG5899
TC006625,CG4330
TC006627,CG9699
TC006628,CG15118
TC006629,CG17494
TC006630,CG12397
TC006631,CG5304
TC006632,CG5304
TC006633,CG5304
TC006634,CG5304
TC006635,CG6590
TC006636,CG5002
TC006637,Esp
TC006640,CG13305
TC006641,Ih
TC006642,Shaw
TC006643,Shaw
TC006644,CG17912
TC006646,CG5494
TC006652,CG12091
TC006653,CG14899
TC006656,Cam
TC006657,CG8147
TC006658,CG1809
TC006659,CG8147
TC006660,CG14501
TC006661,CG5719
TC006662,CG9706
TC006663,CG13248
TC006665,CG4030
TC006666,CG1213
TC006667,CG1213
TC006668,CG1213
TC006669,CG1213
TC006670,CG1213
TC006673,sn
TC006674,CG17217
TC006676,CG3571
TC006677,CG14767
TC006678,CG8326
TC006679,CG11484
TC006680,G-oalpha47A
TC006684,CG6108
TC006688,Top3beta
TC006689,CG12393
TC006690,CG8612
TC006692,CG11838
TC006693,crol
TC006696,CG10187
TC006697,CG9364
TC006698,CG9364
TC006699,CG9364
TC006700,CG9364
TC006701,not
TC006702,BcDNA:GH04120
TC006703,Bsg25D
TC006704,lack
TC006706,CG6747
TC006707,CG4370
TC006708,CG4370
TC006709,CG12467
TC006711,CG13522
TC006712,mig
TC006713,CG15309
TC006714,CG8232
TC006716,CG14917
TC006717,CG12291
TC006719,CalpB
TC006724,CG11447
TC006725,CG8839
TC006726,CG14928
TC006727,CG11101
TC006728,CG3298
TC006729,Elf
TC006730,CG7823
TC006732,CG6414
TC006733,CG6414
TC006734,CG8204
TC006735,CG1794
TC006736,CG3957
TC006739,CG11095
TC006740,sina
TC006743,CG5423
TC006744,CG13949
TC006745,CG4071
TC006746,CG2245
TC006747,CG13576
TC006749,Mst35Ba
TC006750,mew
TC006751,pen
TC006752,CG11269
TC006753,CG2519
TC006754,unk
TC006755,gig
TC006756,CG11577
TC006757,CG5245
TC006759,CG3184
TC006760,CG18292
TC006762,CG6590
TC006763,Cyp9h1
TC006764,Cyp9f2
TC006769,Lsp1gamma
TC006771,drk
TC006774,CG7082
TC006775,Caf1
TC006776,Rack1
TC006777,CG12342
TC006779,CG3198
TC006782,RpS9
TC006785,CG6811
TC006787,CG3441
TC006788,gsb
TC006792,CG13929
TC006793,l(2)efl
TC006794,CG16935
TC006795,CG5195
TC006798,Or59c
TC006799,Or10a
TC006800,Rab6
TC006802,sut4
TC006803,glob1
TC006804,glob1
TC006805,CG14593
TC006806,CG6520
TC006807,CG13178
TC006808,Phas1
TC006809,CG11170
TC006810,bsk
TC006811,CG7818
TC006814,Jra
TC006817,EG:131F2.3
TC006818,CG4743
TC006819,CG18789
TC006820,CG10669
TC006821,CG17514
TC006822,CG7430
TC006823,CG7430
TC006824,CG11641
TC006825,fu
TC006826,fu
TC006827,fu
TC006828,CG6178
TC006830,CG12629
TC006832,CG6268
TC006833,CG6178
TC006834,fu
TC006835,CG6268
TC006838,CG5245
TC006840,crol
TC006841,CG5245
TC006842,crol
TC006843,CG5245
TC006844,und
TC006845,CG12536
TC006846,CG2761
TC006847,CG2485
TC006850,CG3880
TC006851,CG18659
TC006853,CG7036
TC006854,CG4684
TC006857,CG4062
TC006858,CG4676
TC006867,CG13941
TC006868,CG2485
TC006870,CG2485
TC006871,CG2485
TC006872,BG:DS00797.6
TC006879,CG1141
TC006888,ind
TC006889,CG2485
TC006893,CG4859
TC006897,CG11102
TC006899,CG10185
TC006900,CG7006
TC006901,BcDNA:GH07346
TC006902,Cdc27
TC006903,Cdc27
TC006904,CG11357
TC006907,CG16758
TC006918,CG6972
TC006929,CG18665
TC006930,CG17949
TC006933,His3.3A
TC006935,CG17949
TC006937,CG1674
TC006938,CG4991
TC006939,CG16700
TC006940,Pkg21D
TC006941,Pkg21D
TC006942,CG8576
TC006944,CG2485
TC006946,CG2485
TC006950,CG5584
TC006955,CG12555
TC006957,CG4859
TC006964,CG18665
TC006965,CG13184
TC006968,CG15054
TC006972,CG3800
TC006977,CG13809
TC006978,CG9134
TC006979,CG9146
TC006980,CG9705
TC006981,CG6305
TC006982,CG10882
TC006983,nrm
TC006985,CG9036
TC006987,CG14517
TC006991,CG8600
TC006992,CG13344
TC006993,CG9018
TC006994,RN-tre
TC007002,CG3106
TC007006,CG3561
TC007007,CG17952
TC007008,CG8336
TC007009,CG6017
TC007010,CG3980
TC007011,Sod
TC007012,CG7146
TC007013,CG2996
TC007014,vnd
TC007015,CG6803
TC007016,EG:115C2.11
TC007017,Try29F
TC007019,CG3229
TC007022,CG9839
TC007024,CG9839
TC007026,CG5390
TC007027,CG3881
TC007028,trpgamma
TC007029,CG15533
TC007030,CG15533
TC007031,CG15533
TC007032,CG15533
TC007033,trpgamma
TC007034,CG15128
TC007035,CG14167
TC007036,CG9951
TC007037,CG4742
TC007038,CG13384
TC007039,CG13384
TC007042,CG18641
TC007045,CG15141
TC007046,CG5604
TC007047,CG9663
TC007050,beat
TC007053,kek2
TC007055,kek1
TC007056,CG6653
TC007057,crol
TC007059,CG11250
TC007060,CG1514
TC007061,Cyp4g15
TC007062,Or85d
TC007066,CG8028
TC007067,CG8389
TC007068,CG14196
TC007070,CG8389
TC007071,CG8389
TC007072,CG8389
TC007073,CG16800
TC007074,CG9892
TC007075,CG4647
TC007076,CG14434
TC007077,Eip74EF
TC007079,CG9324
TC007080,EG:8D8.2
TC007081,EG:8D8.1
TC007082,EG:114D9.2
TC007083,CG13875
TC007086,CG11148
TC007087,CG4539
TC007089,CG18375
TC007090,CG3106
TC007092,CG13698
TC007093,CG4645
TC007094,CG7742
TC007096,CG6178
TC007097,CG6178
TC007098,CG6178
TC007099,CG6178
TC007100,CG6178
TC007101,gol
TC007102,CG8948
TC007103,NitFhit
TC007104,CG8422
TC007106,CG3253
TC007110,CG12199
TC007111,CG12646
TC007113,CG3260
TC007114,CG8300
TC007120,CG9650
TC007123,CG4202
TC007124,CG14542
TC007127,CG3106
TC007128,CG7385
TC007129,CG3106
TC007130,CG11419
TC007131,CG1863
TC007133,PHDP
TC007135,Mp20
TC007136,Mlp84B
TC007141,Bx
TC007143,rdgC
TC007145,Lcch3
TC007146,CG8909
TC007147,CG5921
TC007148,CG13558
TC007149,CG15637
TC007151,CG1598
TC007152,CG13649
TC007153,CG9298
TC007154,Ets21C
TC007155,CG11822
TC007156,CG4263
TC007157,CG3363
TC007158,CycD
TC007162,bab
TC007163,HLH106
TC007167,Cyp301a1
TC007168,crol
TC007169,CG3022
TC007170,CG9918
TC007171,CG1218
TC007172,CG15431
TC007173,beta-Spec
TC007174,CG14277
TC007176,CG6769
TC007177,CG11278
TC007178,CG10306
TC007180,ds
TC007181,ds
TC007182,CG8093
TC007183,CG6113
TC007184,CG5990
TC007185,CG6113
TC007186,CG17099
TC007187,CG17099
TC007188,CG17099
TC007189,Lip1
TC007190,CG7263
TC007191,CG16721
TC007192,CG17689
TC007193,CycA
TC007194,CG10704
TC007197,CG9683
TC007198,CG9872
TC007199,Iswi
TC007200,CG7766
TC007202,CG8435
TC007203,CG17739
TC007204,CG17739
TC007205,waw
TC007206,CG7830
TC007208,aay
TC007209,Pcmt
TC007210,CG9590
TC007211,CG6796
TC007212,CG9100
TC007213,Kr-h2
TC007214,CG12163
TC007219,CG3609
TC007221,CG5198
TC007222,dbe
TC007223,CG3254
TC007226,kek3
TC007227,syt
TC007228,Trf
TC007229,Ef1gamma
TC007232,CG14186
TC007233,CG4349
TC007234,MTF-1
TC007235,CG10960
TC007236,CG18675
TC007243,CG10685
TC007244,CG14305
TC007246,CG11504
TC007247,crq
TC007248,BcDNA:LD23876
TC007250,CG9211
TC007251,CG14222
TC007252,CG11315
TC007253,Fas2
TC007258,CG9812
TC007259,CG5638
TC007263,CG17099
TC007264,C901
TC007276,BcDNA:LD27873
TC007278,CG18851
TC007279,EG:BACR7A4.15
TC007280,EG:67A9.1
TC007281,CG10089
TC007282,CG8860
TC007283,CG2247
TC007288,CG3042
TC007289,CG12542
TC007290,Rab-RP1
TC007291,Rab-RP1
TC007292,Phm
TC007295,CG11138
TC007297,CG6327
TC007298,CG2272
TC007300,CG13003
TC007302,CG3973
TC007303,CG6001
TC007304,CG17661
TC007305,CG16718
TC007306,CG11584
TC007308,pcx
TC007310,Cyp6a8
TC007311,Cyp6a8
TC007312,Cyp6a9
TC007313,Cyp6a13
TC007314,Cyp6a2
TC007315,Cyp6a2
TC007316,Cyp6a2
TC007317,Cyp6a2
TC007318,Cyp6a2
TC007320,Cyp6a23
TC007321,Cyp6a2
TC007322,Cyp6a2
TC007324,CG7283
TC007325,CG18243
TC007326,CG16959
TC007331,CG9427
TC007332,CG11752
TC007333,CG14636
TC007335,CG14201
TC007336,CG3878
TC007337,CG15929
TC007341,Ubi-p63E
TC007344,Top3beta
TC007345,BtbII
TC007346,Tpi
TC007348,CG8632
TC007349,CG8646
TC007350,CG9646
TC007351,fat-spondin
TC007352,CG12605
TC007353,CG4646
TC007357,POSH
TC007358,CG4747
TC007359,CG4747
TC007362,CG8817
TC007363,CG8817
TC007364,sop
TC007365,CG2892
TC007366,CG2892
TC007369,EG:BACR37P7.9
TC007370,InR
TC007371,InR
TC007373,CG4118
TC007374,Scs-fp
TC007375,EG:8D8.4
TC007376,CG4410
TC007380,CG4558
TC007381,CG6531
TC007382,CG12769
TC007383,CG2158
TC007384,CG1397
TC007385,CG4435
TC007393,CG3362
TC007395,CG8417
TC007396,CG12034
TC007397,CG9906
TC007398,XRCC1
TC007399,tacc
TC007403,CG9940
TC007406,RpL9
TC007407,Ogt
TC007409,toy
TC007410,CG4393
TC007419,CG11153
TC007420,CG5731
TC007421,CG4806
TC007422,CG1472
TC007423,CG10158
TC007427,CG16786
TC007429,EG:8D8.7
TC007430,EG:8D8.7
TC007431,CG4050
TC007433,CG3106
TC007434,CG9086
TC007435,CG1994
TC007436,r-l
TC007437,CG11591
TC007438,CG15896
TC007439,crm
TC007440,CG11620
TC007441,CG4648
TC007442,CG10864
TC007443,CG9578
TC007444,cIF2
TC007446,sty
TC007447,EG:86E4.2
TC007448,CG7103
TC007452,CG17090
TC007453,CG3891
TC007456,zinc-finger-motif-protein
TC007457,lmg
TC007458,lmg
TC007463,CG7810
TC007464,CG13272
TC007465,CG10621
TC007466,CG3164
TC007467,CG4822
TC007470,CG17646
TC007471,Rpd3
TC007472,CG6637
TC007473,CG10899
TC007475,Gycbeta100B
TC007476,CG11461
TC007477,syt
TC007478,CG14185
TC007479,CG16979
TC007480,EG:22E5.7
TC007481,EG:22E5.8
TC007482,CG15745
TC007483,CG12724
TC007485,CG1630
TC007486,CG1582
TC007490,CG17004
TC007491,tko
TC007492,gt
TC007496,Tis11
TC007497,Gdi
TC007498,Yippee
TC007499,bbx
TC007500,CG3332
TC007504,Sgs4
TC007505,EG:4F1.1
TC007506,CG6178
TC007507,CG4400
TC007510,CG9177
TC007511,CG1998
TC007512,CG9770
TC007514,CG15814
TC007515,CG15694
TC007516,Dhc36C
TC007517,Dhc36C
TC007519,BcDNA:GH12174
TC007520,BcDNA:GH12174
TC007521,CG9020
TC007523,CG11237
TC007525,Bx
TC007529,CG10302
TC007530,Slh
TC007531,CG5492
TC007532,CG4690
TC007533,CG8116
TC007534,CanB
TC007535,CG1911
TC007536,NepYr
TC007538,CG6113
TC007539,Aph-4
TC007542,CG2485
TC007543,CG2485
TC007544,CG15054
TC007545,CG11260
TC007546,CG2485
TC007547,CG2485
TC007548,CG2485
TC007549,CG2485
TC007550,CG2485
TC007551,CG11260
TC007552,CG2485
TC007557,Ank
TC007558,Noa36
TC007560,CG5567
TC007561,CG15860
TC007562,CG3876
TC007563,CG6256
TC007564,CG14043
TC007565,WD-40-family-member
TC007566,CG7396
TC007567,l(2)k09913
TC007569,CG4660
TC007570,Tim8
TC007571,GstD1
TC007572,CG1827
TC007573,CG7023
TC007574,CG9606
TC007575,CG6529
TC007576,cad
TC007577,cad
TC007578,CG17142
TC007583,CG3020
TC007584,CG8222
TC007585,CG10754
TC007586,CG8039
TC007588,CG17642
TC007589,cos
TC007590,CG15464
TC007591,Akap550
TC007593,Akap550
TC007594,dei
TC007598,dei
TC007608,CG9518
TC007612,zinc-finger-motif-protein
TC007615,CG9213
TC007616,CG15893
TC007618,Rapgap1
TC007619,CG11372
TC007620,CG13429
TC007624,fliI
TC007625,CG17265
TC007626,CG8057
TC007627,CG6957
TC007628,CG5295
TC007629,CG3947
TC007630,CG7582
TC007631,CG9240
TC007632,CG17323
TC007633,CG6475
TC007634,CG6475
TC007635,CG17905
TC007636,CG12400
TC007637,dac
TC007638,dac
TC007639,dac
TC007640,Trap80
TC007641,Rsf1
TC007642,CG7217
TC007643,CG7998
TC007644,CG9117
TC007645,nub
TC007647,CG8001
TC007648,CG2931
TC007650,CG9927
TC007651,CG16975
TC007652,crp
TC007654,CG4136
TC007655,east
TC007656,CG6051
TC007659,CG1501
TC007660,CG10861
TC007661,CG6456
TC007663,CG13693
TC007664,CG13693
TC007665,CG9259
TC007666,CG4078
TC007670,Mst35Ba
TC007671,CG17807
TC007672,Ptp10D
TC007674,Nrt
TC007676,CG10710
TC007678,CG1578
TC007679,CG9170
TC007680,CG1628
TC007681,skpA
TC007682,CG7474
TC007683,CG9730
TC007684,CG3125
TC007685,CG5111
TC007686,CG8979
TC007687,EG:22E5.11
TC007689,BcDNA:GH07626
TC007691,CG11875
TC007692,bss
TC007693,BcDNA:GH10646
TC007694,BcDNA:GH06348
TC007695,CG8853
TC007697,dl
TC007698,CG7429
TC007700,CG12214
TC007702,CG4552
TC007703,CG14040
TC007705,CG1905
TC007706,Traf2
TC007707,CG7852
TC007708,CG17233
TC007709,CG18811
TC007710,CG4394
TC007711,CG6756
TC007712,Pp1-87B
TC007713,CG5157
TC007714,EG:8D8.8
TC007715,CG7163
TC007716,CG7163
TC007717,mnb
TC007718,bon
TC007720,CG15720
TC007721,CG18646
TC007722,EG:39E1.3
TC007723,Dbp45A
TC007724,CG6240
TC007725,HLH4C
TC007726,CG13880
TC007727,CG18152
TC007728,CG7411
TC007729,Pbprp2
TC007731,CG7379
TC007732,Ts
TC007733,sli
TC007735,smg
TC007736,CG13472
TC007741,Pbprp2
TC007742,Pbprp2
TC007743,CG18345
TC007744,Cct5
TC007745,CG7055
TC007746,CG15894
TC007747,CG15877
TC007749,Akt1
TC007750,Ank
TC007751,stnA
TC007752,stnB
TC007753,CG17840
TC007754,RpL40
TC007755,Pbprp5
TC007756,Pbprp5
TC007758,CG15301
TC007759,CG12110
TC007760,CG9403
TC007761,CG8122
TC007764,CG14770
TC007765,CG2848
TC007766,CG7580
TC007767,CG6836
TC007768,CG5053
TC007769,Fmrf
TC007770,Cyp301a1
TC007771,EG:84H4.4
TC007772,CG11660
TC007779,CG18162
TC007781,CG4753
TC007784,CG3106
TC007785,Sbf
TC007786,CG10732
TC007787,CG15739
TC007788,CG2077
TC007789,CG15739
TC007790,CG1665
TC007791,CG5525
TC007793,EG:25E8.1
TC007794,CG6114
TC007795,CG7424
TC007799,CG4238
TC007801,CG17065
TC007802,CG1504
TC007804,CG9398
TC007805,Rad51
TC007808,M6
TC007809,Btk29A
TC007810,CG17034
TC007811,CG10638
TC007813,CG6450
TC007814,Ac13E
TC007815,CG3407
TC007816,Rad51
TC007817,CG6838
TC007819,CG12657
TC007820,CG1617
TC007822,CG12215
TC007823,Or85d
TC007825,CG5100
TC007827,Mst35Ba
TC007828,Mst35Ba
TC007830,CG13576
TC007831,aop
TC007832,mtSSB
TC007833,CG7870
TC007834,CG5627
TC007843,Ten-a
TC007844,CG2578
TC007845,CG5157
TC007846,Rep
TC007847,CG12795
TC007848,ade2
TC007849,CG12139
TC007850,CG8465
TC007851,EG:BACH48C10.6
TC007853,CG11309
TC007854,CG5287
TC007855,CG5458
TC007856,CG5861
TC007858,CG3884
TC007859,RnrL
TC007860,RnrL
TC007861,CG3921
TC007862,CG3920
TC007865,Gr
TC007868,CG11490
TC007869,CG7219
TC007870,Mnn1
TC007872,CG17723
TC007873,best
TC007874,best
TC007875,best
TC007876,CG14299
TC007877,ft
TC007878,ft
TC007879,CG7987
TC007880,xl6
TC007882,CG15630
TC007883,BcDNA:GH08860
TC007885,BcDNA:GH12144
TC007886,BcDNA:GH12144
TC007889,CG4247
TC007891,Rpn12
TC007892,CG14232
TC007893,CG6751
TC007894,Actn
TC007896,CG12664
TC007903,CG8186
TC007904,CG8186
TC007905,EG:BACR25B3.5
TC007906,lap
TC007911,CG6188
TC007912,CG13397
TC007913,SP1173
TC007914,CG17099
TC007915,mab-2
TC007916,mab-2
TC007919,CG17660
TC007920,RpL27A
TC007921,CG17054
TC007922,CG6414
TC007923,Uch
TC007924,Or59b
TC007925,CG10711
TC007927,Aac11
TC007928,CG14206
TC007929,CG7864
TC007930,CG10134
TC007931,CG4756
TC007932,CG12775
TC007933,CG2911
TC007934,Clc
TC007935,CG4690
TC007936,CG2982
TC007937,CG17592
TC007938,me31B
TC007940,CG10639
TC007941,CG10639
TC007942,Grip84
TC007943,CG9609
TC007948,CG8561
TC007949,CG7896
TC007951,CG6749
TC007952,Toll-6
TC007954,EG:34F3.8
TC007955,CG7896
TC007964,CG5684
TC007965,Hsc70-4
TC007966,CG7402
TC007967,CG6020
TC007968,CG7453
TC007969,CG11247
TC007970,angel
TC007971,Hsc70Cb
TC007973,CG5161
TC007974,CG18501
TC007975,Sed5
TC007976,CG8151
TC007981,CG6113
TC007984,CG3224
TC007985,Aats-ser
TC007987,CG3058
TC007989,Taf30alpha
TC007991,CG1407
TC007992,Klc
TC007993,Gtp-bp
TC007995,CG8236
TC007996,CG17758
TC007998,CG3332
TC007999,Rpt3
TC008000,U26
TC008001,CG18419
TC008002,CG11263
TC008007,CG17142
TC008009,Ork1
TC008012,Pak
TC008014,CG7185
TC008015,Prosalpha7
TC008016,NTPase
TC008017,CG15559
TC008018,Gycalpha99B
TC008019,CG7264
TC008021,dos
TC008022,CG8370
TC008023,EG:BACR37P7.1
TC008024,CG5453
TC008027,Plc21C
TC008028,v
TC008029,SP1070
TC008030,ND42
TC008032,CG15165
TC008033,CG15162
TC008035,CG7806
TC008040,CG14535
TC008042,CG14535
TC008043,CG12908
TC008045,CG4532
TC008051,CG15516
TC008057,CG10374
TC008058,Cyp4g15
TC008059,l(2)tid
TC008060,CG9171
TC008061,l(2)dtl
TC008062,slp2
TC008063,Or71a
TC008064,slp2
TC008066,BcDNA:GH04637
TC008067,CG3805
TC008069,CG9575
TC008070,CG1804
TC008077,CG5677
TC008078,CG6563
TC008090,tsl
TC008091,UBL3
TC008092,crol
TC008093,CG7552
TC008094,CG12600
TC008096,dl
TC008099,ovo
TC008100,CG11428
TC008101,CG2004
TC008102,CG2004
TC008107,CG9062
TC008108,CG17146
TC008109,CG15148
TC008110,CG12370
TC008111,CG13440
TC008116,Ten-m
TC008117,CG7669
TC008118,CG9126
TC008119,CG10960
TC008121,EG:86E4.4
TC008122,CG8408
TC008124,CG17147
TC008125,CG13806
TC008126,CG2989
TC008127,CG7884
TC008128,SmB
TC008129,EG:8D8.6
TC008130,CG11779
TC008131,CG4118
TC008134,Con
TC008135,Rh50
TC008136,cin
TC008137,CG11936
TC008139,CG15619
TC008141,sgg
TC008142,EG:EG0007.7
TC008146,CG16974
TC008147,Keren
TC008148,CG7103
TC008149,CG6327
TC008150,CG6327
TC008151,LRP6
TC008153,CG7380
TC008154,egh
TC008156,CG8968
TC008157,stau
TC008161,CG7584
TC008163,rk
TC008164,CG17746
TC008165,CG12954
TC008166,CG5231
TC008167,CG1076
TC008169,CG17271
TC008171,CG3652
TC008172,mael
TC008173,EG:33C11.2
TC008176,toy
TC008177,CG5362
TC008178,CG17081
TC008184,CG14632
TC008185,CG12467
TC008186,EG:BACR19J1.2
TC008188,Sep2
TC008189,CG12267
TC008190,CG12202
TC008191,CG7000
TC008195,CG1660
TC008197,CG14431
TC008198,CG8109
TC008201,A3-3
TC008202,CG7291
TC008203,CG7291
TC008204,Dat
TC008205,CG5894
TC008209,CG7000
TC008210,CG7000
TC008211,CG4998
TC008212,CG12649
TC008216,CG11055
TC008217,CG4968
TC008218,CG14076
TC008219,Or49b
TC008220,CG9769
TC008221,CG9066
TC008222,nej
TC008223,CG10315
TC008225,CG10743
TC008237,Fer1HCH
TC008239,CG11436
TC008240,wupA
TC008241,DSH3PX1
TC008242,CG5492
TC008243,Ets98B
TC008244,gol
TC008245,CG3702
TC008246,GlyP
TC008253,CG9521
TC008254,CG9521
TC008255,fy
TC008256,CG12140
TC008260,brat
TC008261,RpS3
TC008262,CG11200
TC008263,Klp61F
TC008264,CG7360
TC008265,CG12295
TC008266,Grd
TC008267,CG3229
TC008270,CycD
TC008271,CG3782
TC008273,CG6016
TC008274,CG17493
TC008275,Tollo
TC008276,CG11909
TC008280,18w
TC008282,CG8395
TC008291,CG15427
TC008292,BcDNA:GH11322
TC008293,Atet
TC008294,CG7611
TC008295,CG6240
TC008296,CG5130
TC008297,CG5850
TC008298,CG8086
TC008299,CG2767
TC008300,CG2767
TC008301,CG2767
TC008302,Cyp301a1
TC008303,yemalpha
TC008304,numb
TC008308,CG9683
TC008311,CG1821
TC008312,dynactin-subunit-p25
TC008314,CG3941
TC008315,lace
TC008317,CG15626
TC008318,CG12235
TC008319,CG9790
TC008320,CG1599
TC008321,CG17758
TC008323,CG11473
TC008324,CG6335
TC008325,CG13030
TC008326,eag
TC008329,EG:25E8.4
TC008331,CG17260
TC008332,CG1620
TC008334,CG8916
TC008337,EG:115C2.10
TC008338,CG2103
TC008339,CG10424
TC008343,scf
TC008348,CG9521
TC008350,CG11513
TC008353,CG12254
TC008354,CG3762
TC008355,CG6695
TC008357,CG14935
TC008358,CG14935
TC008359,CG14935
TC008363,CG9822
TC008364,CG9822
TC008366,CG3376
TC008367,CG14797
TC008368,H2.0
TC008369,CG4702
TC008371,CG14407
TC008372,CG3229
TC008380,CG6488
TC008382,PPP4R2r
TC008383,EG:171D11.2
TC008384,CG3386
TC008386,CG8895
TC008387,CG8895
TC008388,CG8290
TC008389,CG14184
TC008390,CG8813
TC008395,CG1748
TC008400,CG4784
TC008401,CG2555
TC008403,Tbp
TC008405,FKBP59-bp1
TC008406,flw
TC008407,CG12074
TC008408,CG3845
TC008409,CG5941
TC008412,CG3036
TC008413,CG3036
TC008414,CG3036
TC008415,CG5776
TC008416,CG7231
TC008417,CG13781
TC008418,CG9449
TC008419,CG9449
TC008420,CG9449
TC008421,CG6567
TC008422,CG4196
TC008423,CG4154
TC008426,EG:BACR7A4.19
TC008427,CG7346
TC008428,CG8389
TC008430,CG8034
TC008433,l(1)sc
TC008437,ase
TC008438,CG6857
TC008439,CG8646
TC008440,CG5245
TC008441,eIF-2bepsilon
TC008443,Arf72A
TC008444,crol
TC008446,CG12404
TC008448,kek2
TC008454,CG5853
TC008455,EG:BACR42I17.7
TC008457,7B2
TC008459,CG9887
TC008460,CG9886
TC008461,oaf
TC008462,oaf
TC008465,CG6394
TC008466,dpp
TC008468,Pbprp2
TC008469,BG:DS09218.5
TC008470,BG:DS09218.5
TC008471,BG:DS09218.5
TC008472,CG6618
TC008473,CG11907
TC008474,CG12081
TC008476,CG1091
TC008477,BcDNA:GH09358
TC008478,CG4882
TC008479,CG8167
TC008486,sip1
TC008487,Adar
TC008488,CG12234
TC008489,CG8142
TC008490,CG15054
TC008491,CG2485
TC008494,CG2485
TC008495,CG2485
TC008496,CG18288
TC008497,kek1
TC008498,CG9843
TC008500,18w
TC008501,CG5538
TC008504,Try29F
TC008505,CG11192
TC008506,BcDNA:GH02976
TC008507,CG12238
TC008511,piwi
TC008513,CG6105
TC008514,CG6385
TC008515,CG11711
TC008518,xmas-1
TC008519,tam
TC008521,CG2448
TC008522,CG2663
TC008523,Cyp4c3
TC008524,CG18289
TC008526,CG8473
TC008529,CG18303
TC008530,BcDNA:GH09045
TC008531,CG9487
TC008532,CG9510
TC008534,CrebB-17A
TC008535,CG11178
TC008538,BcDNA:GH07910
TC008539,CG18134
TC008540,CG7799
TC008542,CG9548
TC008549,BcDNA:LD28247
TC008551,CG17064
TC008554,CG4998
TC008556,CG13037
TC008558,CG18665
TC008559,His2Av
TC008562,CG2485
TC008564,CG18665
TC008565,CG3608
TC008566,CG6535
TC008567,CG18437
TC008568,CG9843
TC008569,CG3940
TC008570,CG7627
TC008572,CG18665
TC008573,CG3800
TC008574,CG12629
TC008575,CG18665
TC008576,CG12629
TC008577,CG18665
TC008578,CG18665
TC008579,CG15054
TC008581,CG2485
TC008582,CG2485
TC008585,CG6185
TC008587,CG10214
TC008588,CG1358
TC008589,CG1358
TC008590,CG1358
TC008595,yl
TC008596,yl
TC008602,CG5625
TC008603,CG7134
TC008604,CG5353
TC008606,Eaat1
TC008608,CG11326
TC008610,CG6178
TC008611,CG6178
TC008612,CG13209
TC008615,CG14024
TC008616,Cdk4/6
TC008617,CG12000
TC008618,msps
TC008620,Atpalpha
TC008623,CG12259
TC008629,hth
TC008635,KrT95D
TC008636,CG11591
TC008637,Pkc98E
TC008638,Pkc98E
TC008639,CG13202
TC008640,Dhc93AB
TC008641,CG13973
TC008643,CG12484
TC008644,CG3683
TC008645,CG4681
TC008646,SNF1A
TC008647,hop
TC008648,hop
TC008649,CG17014
TC008651,CG6869
TC008652,CG6869
TC008653,CG8170
TC008657,CG13744
TC008659,CG8213
TC008660,CG8216
TC008661,Mlc-c
TC008662,BcDNA:LD08534
TC008663,CG2862
TC008664,BcDNA:GH02536
TC008665,CG8392
TC008666,EG:EG0003.6
TC008667,RpS20
TC008668,cora
TC008669,CG11139
TC008670,CG10336
